,Date Time, Monitor ID, Location ID, NO2(ppm),NO2_ppb,data.temp_c,data.hum_prcnt,data.press_hpa,data.eq_db,data.onesmin_db,data.onesmax_db,data.co_ppm,data.no2_ppb,data.co_mv,data.no2_mv,data.x_g,data.y_g,data.z_g,data.x_raw,data.y_raw,data.z_raw,data.lux_lx,data.uv_mwpm2,data.nc0p5_npcm3,data.nc1p0_npcm3,data.nc2p5_npcm3,data.nc4p0_npcm3,data.nc10p0_npcm3,data.mc1p0_ugpm3,data.mc2p5_ugpm3,data.mc4p0_ugpm3,data.mc10p0_ugpm3,data.typ_pm_um,data.ozone_ppm,data.ozone_volt_mv,data.tvoc_ppb,data.batt_prcnt,data.batt_volt,data.bme280_int,data.speco3_int,data.mic_int,data.mic4514_int,data.mic4514pre_int,data.sgpc3_int,data.sps30_int,data.sps30pre_int,data.lis3dh_int,data.si1133_int,data.batt_int,data.leds_on,data.code_version,data.gps_avg_snr,data.cell_strength_dbm,data.wifi_strength_dbm,data.wifi_strength_asl,data.location.lat,data.location.lon,data.location.acc,data.timestamp
361,2021-06-22 16:52:00,1,1,0.019,19,32.4,38.683,937.771,50.792,45.019,57.625,548.0,2425.0,2036.0,1180.0,-0.016,0.0,0.096,65280.0,0.0,1536.0,49.71,0.371,75.073,86.282,87.059,87.211,87.251,10.913,12.084,12.525,12.613,0.624,0.0,309.0,0.0,93.0,4084.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624360929979.0
364,2021-06-22 16:55:00,1,1,0.015,15,32.29,36.626,937.734,47.79,46.898,49.127,544.0,2403.0,2027.0,1168.0,0.0,-0.016,0.016,0.0,65280.0,256.0,49.742,0.517,69.66,80.529,81.568,81.775,81.821,10.227,11.624,12.279,12.41,0.637,0.0,627.0,0.0,93.0,4075.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624361110065.0
368,2021-06-22 16:59:00,1,1,0.009000000000000001,9,32.15,37.838,937.78,41.326,40.223,42.374,544.0,2403.0,2024.0,1173.0,-0.016,-0.016,0.096,65280.0,65280.0,1536.0,50.013,0.41,63.192,73.214,74.267,74.478,74.523,9.313,10.687,11.367,11.503,0.65,22.0,-441.0,0.0,93.0,4068.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624361375899.0
375,2021-06-22 17:06:00,1,1,0.026000000000000002,26,32.16,39.668,937.695,50.942,45.86,56.597,543.0,2407.0,2025.0,1179.0,-0.016,0.016,-0.032,65280.0,256.0,65024.0,51.3,0.218,58.149,67.529,68.605,68.822,68.866,8.603,9.973,10.681,10.823,0.669,19.0,-377.0,0.0,93.0,4070.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624361771537.0
394,2021-06-22 17:25:00,1,1,0.01,10,31.9,38.81,937.638,42.012,41.279,42.657,545.0,2400.0,2030.0,1168.0,0.016,-0.016,-0.032,256.0,65280.0,65024.0,52.37,0.164,54.325,63.509,64.802,65.063,65.114,8.129,9.687,10.571,10.748,0.676,16.0,-319.0,0.0,92.0,4078.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624362959525.0
406,2021-06-22 17:37:00,1,1,0.01,10,32.06,40.01,937.744,38.383,37.747,39.037,546.0,2407.0,2033.0,1175.0,-0.016,0.0,0.0,65280.0,0.0,0.0,35.597,0.562,50.855,59.296,60.4,60.623,60.667,7.576,8.931,9.676,9.825,0.672,20.0,-406.0,0.0,92.0,4055.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624363678979.0
413,2021-06-22 17:44:00,1,1,0.01,10,32.22,39.685,937.73,39.246,38.546,39.884,548.0,2435.0,2032.0,1183.0,-0.016,0.048,-0.016,65280.0,768.0,65280.0,35.075,0.533,49.19,57.434,58.557,58.783,58.827,7.345,8.709,9.471,9.623,0.67,18.0,-354.0,0.0,91.0,4053.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624364045242.0
419,2021-06-22 17:50:00,1,1,0.01,10,32.39,39.433,937.765,40.26,39.684,40.788,549.0,2439.0,2041.0,1187.0,-0.016,-0.032,0.048,65280.0,65024.0,768.0,35.292,0.357,51.056,59.336,60.311,60.507,60.547,7.563,8.795,9.44,9.569,0.647,9.0,-184.0,0.0,91.0,4055.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624364453060.0
426,2021-06-22 17:57:00,1,1,0.012,12,32.49,39.248,937.789,40.435,39.831,40.916,552.0,2460.0,2044.0,1191.0,0.0,-0.016,0.016,0.0,65280.0,256.0,34.806,0.039,48.301,56.088,56.979,57.158,57.195,7.145,8.28,8.866,8.983,0.602,5.0,-98.0,0.0,91.0,4045.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624364845923.0
434,2021-06-22 18:05:00,1,1,0.011000000000000001,11,32.61,39.125,937.796,38.577,37.91,39.12,553.0,2471.0,2055.0,1192.0,0.0,0.0,-0.048,0.0,0.0,64768.0,34.315,0.233,48.724,56.786,57.826,58.036,58.077,7.253,8.535,9.235,9.375,0.651,1.0,-21.0,0.0,91.0,4046.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624365304284.0
442,2021-06-22 18:13:00,1,1,0.012,12,32.71,38.976,937.77,40.464,39.879,41.03,554.0,2475.0,2061.0,1192.0,0.0,-0.032,0.016,0.0,65024.0,256.0,34.097,0.326,49.877,58.437,59.712,59.97,60.019,7.491,9.007,9.886,10.062,0.683,0.0,107.0,0.0,91.0,4043.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624365832899.0
453,2021-06-22 18:24:00,1,1,0.01,10,32.82,38.9,937.792,39.964,39.104,41.006,559.0,2500.0,2065.0,1197.0,-0.016,-0.016,0.064,65280.0,65280.0,1024.0,33.909,0.024,49.784,58.289,59.534,59.785,59.833,7.468,8.955,9.811,9.982,0.7,12.0,-235.0,0.0,90.0,4045.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624366497910.0
464,2021-06-22 18:35:00,1,1,0.011000000000000001,11,32.92,38.824,937.941,40.492,39.885,40.979,561.0,2517.0,2068.0,1198.0,0.032,-0.016,-0.048,512.0,65280.0,64768.0,33.851,0.125,48.865,57.041,58.147,58.37,58.414,7.293,8.64,9.39,9.54,0.653,0.0,6.0,0.0,90.0,4031.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624367117651.0
468,2021-06-22 18:39:00,1,1,0.01,10,32.95,38.79,937.992,40.991,40.289,42.307,561.0,2500.0,2073.0,1205.0,0.016,0.0,0.0,256.0,0.0,0.0,33.751,0.117,42.334,49.462,50.45,50.649,50.688,6.328,7.523,8.196,8.331,0.652,0.0,48.0,0.0,90.0,4055.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624367383242.0
469,2021-06-22 18:40:00,1,1,0.011000000000000001,11,32.96,38.779,938.004,41.015,40.435,41.497,562.0,2514.0,2075.0,1200.0,0.016,-0.016,-0.064,256.0,65280.0,64512.0,33.851,0.14,46.973,54.719,55.703,55.902,55.941,6.986,8.204,8.865,8.997,0.655,2.0,-31.0,0.0,90.0,4040.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624367450049.0
481,2021-06-22 18:52:00,1,1,0.01,10,33.05,38.714,938.104,40.948,40.496,41.345,562.0,2521.0,2081.0,1205.0,0.0,0.0,0.064,0.0,0.0,1024.0,33.82,0.302,45.762,53.439,54.488,54.7,54.741,6.835,8.108,8.821,8.964,0.623,4.0,-71.0,0.0,90.0,4043.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624368137085.0
488,2021-06-22 18:59:00,1,1,0.012,12,33.1,38.658,938.211,39.977,39.52,40.44,567.0,2514.0,2082.0,1207.0,0.032,0.032,0.144,512.0,512.0,2304.0,33.758,0.0,48.553,56.511,57.496,57.694,57.734,7.211,8.438,9.095,9.227,0.624,9.0,-172.0,0.0,89.0,4031.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624368565390.0
495,2021-06-22 19:06:00,1,1,0.011000000000000001,11,33.14,38.661,938.262,39.205,38.639,39.697,566.0,2528.0,2083.0,1207.0,0.0,0.0,-0.096,0.0,0.0,64000.0,33.604,0.257,51.678,60.299,61.45,61.682,61.727,7.707,9.113,9.893,10.048,0.669,3.0,-67.0,0.0,89.0,4040.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624368964435.0
500,2021-06-22 19:11:00,1,1,0.01,10,33.17,38.639,938.213,39.14,38.623,39.515,566.0,2525.0,2086.0,1212.0,-0.08,0.0,-0.096,64256.0,0.0,64000.0,33.541,0.326,48.634,56.434,57.305,57.48,57.516,7.186,8.302,8.871,8.985,0.612,8.0,-166.0,0.0,89.0,4027.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624369293991.0
509,2021-06-22 19:20:00,1,1,0.011000000000000001,11,33.22,38.631,938.356,38.577,38.177,38.941,569.0,2517.0,2092.0,1211.0,0.016,0.0,0.048,256.0,0.0,768.0,33.82,0.047,45.917,53.758,54.905,55.136,55.18,6.887,8.257,9.045,9.202,0.632,1.0,-10.0,0.0,88.0,4013.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624369854803.0
519,2021-06-22 19:30:00,1,1,0.011000000000000001,11,33.27,38.599,938.632,38.163,37.9,38.504,569.0,2532.0,2096.0,1209.0,0.0,-0.032,-0.064,0.0,65024.0,64512.0,33.541,0.302,44.888,52.659,53.852,54.093,54.138,6.756,8.165,8.99,9.156,0.67,6.0,-115.0,0.0,88.0,4014.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624370459396.0
526,2021-06-22 19:42:00,1,1,0.011000000000000001,11,33.33,38.603,938.77,37.96,37.539,38.307,571.0,2550.0,2099.0,1210.0,0.016,0.0,0.016,256.0,0.0,256.0,33.479,0.078,49.259,57.2,58.109,58.291,58.329,7.287,8.444,9.042,9.161,0.64,2.0,-37.0,0.0,87.0,4002.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624371173442.0
536,2021-06-22 19:52:00,1,1,0.012,12,33.36,38.57,938.918,37.72,37.237,38.089,572.0,2539.0,2101.0,1212.0,0.032,0.016,0.016,512.0,256.0,256.0,33.33,0.349,52.373,61.194,62.419,62.666,62.714,7.83,9.311,10.145,10.312,0.639,0.0,74.0,0.0,86.0,4003.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624371730804.0
541,2021-06-22 19:57:00,1,1,0.01,10,33.38,38.559,938.987,37.688,37.214,38.096,572.0,2535.0,2103.0,1213.0,-0.064,-0.016,0.016,64512.0,65280.0,256.0,33.883,0.055,47.362,55.125,56.086,56.279,56.318,7.034,8.231,8.872,9.001,0.654,7.0,-141.0,0.0,85.0,3980.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624372075596.0
548,2021-06-22 20:04:00,1,1,0.01,10,33.41,38.574,939.121,36.938,36.555,37.325,573.0,2550.0,2107.0,1213.0,-0.032,0.0,0.064,65024.0,0.0,1024.0,33.82,0.608,49.002,56.872,57.757,57.934,57.972,7.243,8.375,8.954,9.07,0.635,2.0,-48.0,0.0,85.0,3990.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624372498518.0
555,2021-06-22 20:11:00,1,1,0.01,10,33.43,38.564,939.06,37.18,36.732,37.684,573.0,2567.0,2106.0,1213.0,-0.048,-0.016,0.0,64768.0,65280.0,0.0,33.82,0.187,45.819,53.456,54.472,54.677,54.717,6.832,8.074,8.762,8.899,0.658,0.0,12.0,0.0,85.0,3973.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624372875699.0
560,2021-06-22 20:16:00,1,1,0.011000000000000001,11,33.45,38.577,939.208,37.227,36.78,37.696,575.0,2546.0,2107.0,1212.0,0.064,-0.064,0.016,1024.0,64512.0,256.0,33.726,0.494,46.12,53.323,54.016,54.155,54.186,6.773,7.703,8.14,8.228,0.61,1.0,-14.0,0.0,84.0,3969.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624373211118.0
567,2021-06-22 20:23:00,1,1,0.009000000000000001,9,33.48,38.58,939.154,37.097,36.638,37.437,574.0,2542.0,2109.0,1218.0,0.016,-0.032,0.08,256.0,65024.0,1280.0,33.851,0.426,49.513,58.08,59.393,59.658,59.708,7.451,9.002,9.91,10.092,0.671,1.0,-12.0,0.0,84.0,3966.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624373613277.0
593,2021-06-22 20:49:00,1,1,0.011000000000000001,11,33.54,38.634,939.336,37.065,36.642,37.62,577.5,2560.0,2114.0,1215.0,-0.024,0.0,-0.024,32384.0,0.0,32384.0,33.883,0.28,49.111,57.833,58.908,59.124,59.167,7.388,8.709,9.434,9.579,0.606,4.0,-78.0,0.0,82.0,3938.5,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624375178405.5
599,2021-06-22 20:55:00,1,1,0.01,10,33.56,38.647,939.318,37.573,37.016,38.057,577.0,2553.0,2120.0,1218.0,0.0,0.0,0.048,0.0,0.0,768.0,33.82,0.218,48.582,56.236,57.011,57.166,57.2,7.148,8.172,8.667,8.766,0.618,11.0,-212.0,0.0,81.0,3931.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624375523880.5
605,2021-06-22 21:01:00,1,1,0.011000000000000001,11,33.57,38.612,939.438,37.999,37.512,38.52,579.0,2567.0,2126.0,1219.0,0.0,0.0,0.064,0.0,0.0,1024.0,33.604,0.039,52.286,60.182,60.783,60.902,60.931,7.62,8.494,8.848,8.919,0.611,11.0,-221.0,0.0,81.0,3932.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624375919082.0
612,2021-06-22 21:08:00,1,1,0.011000000000000001,11,33.59,38.675,939.448,38.129,37.135,39.403,580.0,2553.0,2119.0,1222.0,0.032,-0.016,-0.08,512.0,65280.0,64256.0,33.51,0.156,53.825,62.179,62.952,63.106,63.14,7.893,8.943,9.426,9.522,0.62,0.0,-2.0,0.0,81.0,3918.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624376284617.0
618,2021-06-22 21:14:00,1,1,0.011000000000000001,11,33.6,38.7,939.515,37.616,36.988,38.088,579.0,2592.0,2127.0,1222.0,-0.08,-0.016,0.064,64256.0,65280.0,1024.0,33.541,0.024,57.626,67.846,69.545,69.889,69.952,8.726,10.696,11.885,12.123,0.684,6.0,-122.0,0.0,81.0,3923.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624376647086.0
623,2021-06-22 21:19:00,1,1,0.01,10,33.61,38.7,939.645,37.415,37.103,37.764,581.0,2564.0,2127.0,1222.0,-0.016,0.0,-0.064,65280.0,0.0,64512.0,33.82,0.21,55.616,64.655,65.731,65.947,65.991,8.243,9.598,10.311,10.454,0.639,4.0,-72.0,0.0,80.0,3926.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624376965801.0
635,2021-06-22 21:31:00,1,1,0.011000000000000001,11,33.63,38.702,939.645,37.47,37.081,37.885,582.0,2585.0,2134.0,1220.0,0.0,0.0,-0.064,0.0,0.0,64512.0,33.82,0.181,57.055,65.573,66.163,66.279,66.309,8.294,9.183,9.517,9.584,0.568,3.0,-55.0,0.0,79.0,3912.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624377667038.0
641,2021-06-22 21:37:00,1,1,0.011000000000000001,11,33.65,38.764,939.769,37.624,37.131,38.074,582.0,2578.0,2129.0,1222.0,-0.016,-0.048,-0.048,65280.0,64768.0,64768.0,33.726,0.165,58.096,66.891,67.573,67.708,67.741,8.471,9.457,9.861,9.942,0.629,6.0,-121.0,0.0,79.0,3904.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624378075048.0
648,2021-06-22 21:44:00,1,1,0.01,10,33.66,38.766,939.821,37.847,37.482,38.187,585.0,2582.0,2139.0,1221.0,0.064,-0.032,-0.048,1024.0,65024.0,64768.0,33.635,0.0,60.598,70.177,71.166,71.364,71.407,8.923,10.221,10.857,10.984,0.64,11.0,-211.0,0.0,79.0,3907.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624378490280.0
655,2021-06-22 21:51:00,1,1,0.011000000000000001,11,33.67,38.803,939.73,37.792,37.374,38.139,584.0,2589.0,2141.0,1222.0,0.0,0.0,0.032,0.0,0.0,512.0,33.541,0.229,60.563,69.767,70.504,70.65,70.686,8.839,9.891,10.332,10.42,0.625,1.0,-21.0,0.0,78.0,3894.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624378885997.0
662,2021-06-22 21:58:00,1,1,0.01,10,33.68,38.816,939.759,37.683,37.086,38.236,586.0,2596.0,2143.0,1227.0,0.0,0.0,-0.016,0.0,0.0,65280.0,33.758,0.287,67.945,77.996,78.635,78.76,78.794,9.856,10.855,11.204,11.274,0.58,4.0,-79.0,0.0,78.0,3905.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624379298970.0
669,2021-06-22 22:05:00,1,1,0.012,12,33.7,38.83,939.751,37.702,37.187,38.161,587.0,2571.0,2147.0,1224.0,0.0,-0.016,-0.016,0.0,65280.0,65280.0,33.851,0.187,64.445,74.146,74.866,75.008,75.044,9.385,10.442,10.862,10.946,0.618,7.0,-132.0,0.0,78.0,3886.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624379743398.0
678,2021-06-22 22:14:00,1,1,0.011000000000000001,11,33.71,38.867,939.823,38.557,38.126,38.88,588.0,2592.0,2143.0,1228.0,0.0,0.0,0.048,0.0,0.0,768.0,33.82,0.502,68.074,78.632,79.605,79.799,79.843,9.981,11.304,11.912,12.033,0.635,4.0,-74.0,0.0,77.0,3880.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624380240786.0
686,2021-06-22 22:22:00,1,1,0.009000000000000001,9,33.73,38.893,939.899,38.858,38.362,39.18,589.0,2592.0,2151.0,1226.0,-0.016,-0.048,0.064,65280.0,64768.0,1024.0,33.789,0.078,64.734,74.524,75.278,75.427,75.464,9.437,10.529,10.975,11.064,0.591,10.0,-199.0,0.0,77.0,3875.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624380768426.0
696,2021-06-22 22:32:00,1,1,0.011000000000000001,11,33.74,38.894,940.039,38.8,38.314,39.133,591.0,2589.0,2154.0,1227.0,0.016,-0.032,0.016,256.0,65024.0,256.0,33.82,0.334,71.151,81.56,82.15,82.265,82.298,10.296,11.265,11.57,11.631,0.596,0.0,38.0,0.0,76.0,3873.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624381361699.0
703,2021-06-22 22:39:00,1,1,0.011000000000000001,11,33.75,38.883,940.032,38.67,38.241,38.926,591.0,2603.0,2156.0,1234.0,-0.016,0.016,0.112,65280.0,256.0,1792.0,33.361,0.086,67.192,77.047,77.621,77.733,77.765,9.729,10.66,10.961,11.021,0.561,1.0,-26.0,0.0,75.0,3856.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624381754739.0
709,2021-06-22 22:45:00,1,1,0.01,10,33.76,38.896,939.923,38.457,37.909,38.9,591.0,2596.0,2158.0,1227.0,-0.016,0.0,0.0,65280.0,0.0,0.0,33.851,0.126,66.374,76.092,76.648,76.756,76.787,9.607,10.515,10.804,10.861,0.621,2.0,-40.0,0.0,75.0,3864.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624382143770.0
716,2021-06-22 22:52:00,1,1,0.009000000000000001,9,33.77,38.909,940.028,38.798,38.269,39.448,591.0,2610.0,2159.0,1234.0,0.0,0.0,0.096,0.0,0.0,1536.0,33.635,0.07,69.706,79.939,80.54,80.657,80.691,10.095,11.067,11.383,11.447,0.581,1.0,-15.0,0.0,75.0,3855.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624382548787.0
722,2021-06-22 22:58:00,1,1,0.01,10,33.78,38.934,940.025,38.642,38.187,39.178,593.0,2621.0,2160.0,1227.0,0.032,0.016,-0.016,512.0,256.0,65280.0,33.635,0.047,73.316,83.806,84.252,84.337,84.366,10.559,10.837,11.051,11.091,0.572,5.0,-97.0,0.0,74.0,3835.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624382880568.0
727,2021-06-22 23:03:00,1,1,0.01,10,33.78,38.922,940.037,38.842,38.384,39.377,591.0,2610.0,2163.0,1232.0,-0.016,0.0,-0.048,65280.0,0.0,64768.0,33.851,0.51,74.204,85.157,85.838,85.971,86.008,10.759,11.833,12.202,12.276,0.574,6.0,-125.0,0.0,74.0,3854.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624383208306.0
735,2021-06-22 23:11:00,1,1,0.011000000000000001,11,33.79,38.922,940.077,39.12,38.528,39.601,592.0,2607.0,2158.0,1231.0,-0.016,0.0,-0.144,65280.0,0.0,63232.0,33.604,0.241,63.496,72.532,72.886,72.953,72.977,9.134,9.83,9.969,9.997,0.597,2.0,-31.0,0.0,73.0,3842.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624383703549.0
742,2021-06-22 23:18:00,1,1,0.011000000000000001,11,33.8,38.935,940.134,39.655,39.129,40.174,593.0,2610.0,2161.0,1228.0,-0.048,0.0,0.016,64768.0,0.0,256.0,33.82,0.148,73.72,84.512,85.127,85.246,85.281,10.67,11.677,11.996,12.059,0.567,3.0,-63.0,0.0,73.0,3838.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624384095889.0
748,2021-06-22 23:24:00,1,1,0.01,10,33.81,38.935,940.069,40.008,39.416,40.586,592.0,2621.0,2164.0,1232.0,-0.032,0.0,0.016,65024.0,0.0,256.0,33.945,0.295,70.978,80.791,80.989,81.023,81.045,10.148,10.735,10.738,10.738,0.546,4.0,-84.0,0.0,73.0,3830.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624384497011.0
755,2021-06-22 23:31:00,1,1,0.009000000000000001,9,33.82,38.938,940.093,40.036,39.573,40.545,593.0,2596.0,2162.0,1232.0,-0.016,0.0,0.0,65280.0,0.0,0.0,33.851,0.07,71.193,81.287,81.658,81.728,81.754,10.233,10.989,11.124,11.152,0.562,3.0,-63.0,0.0,72.0,3830.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624384872822.0
761,2021-06-22 23:37:00,1,1,0.009000000000000001,9,33.83,38.925,939.97,40.234,39.909,40.573,592.0,2603.0,2162.0,1235.0,0.0,-0.032,-0.032,0.0,65024.0,65024.0,33.82,0.055,69.021,79.261,79.93,80.062,80.097,10.019,11.053,11.424,11.498,0.6,4.0,-88.0,0.0,72.0,3805.0,30.0,30.0,30.0,30.0,120.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,28.578,,-58.0,4.0,17.445,78.35,13.188,1624385249419.0
